"cnpj_basico","cnae_principal","descricao_cnae","cep","bairro","municipio","municipio_nome","capital_social"
"18111843","73","Desconhecido","7099","SP","12","Desconhecido","0.0"
"18111857","827","Desconhecido","6929","SP","18","Desconhecido","0.0"
"45939311","1307","Desconhecido","6333","SP","15","Desconhecido","0.0"
"08218821","1511","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18111895","105","Desconhecido","6429","SP","11","Desconhecido","0.0"
"18111908","1020","Desconhecido","5977","RS","54","Desconhecido","0.0"
"18111919","50","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18111931","1603","Desconhecido","7535","PR","41","Desconhecido","0.0"
"18111942","1260","Desconhecido","6425","SP","16","Desconhecido","0.0"
"18111957","110","Desconhecido","1661","RN","84","Desconhecido","0.0"
"18111970","1300","Desconhecido","9151","MT","66","Desconhecido","0.0"
"08248034","4865","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18111995","2520","Desconhecido","6163","SP","16","Desconhecido","0.0"
"18112009","1462","Desconhecido","8599","RS","54","Desconhecido","0.0"
"18112020","5427","Desconhecido","7927","PR","45","Desconhecido","0.0"
"18112034","4904","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18112048","361","Desconhecido","0784","RJ","22","Desconhecido","0.0"
"18112061","103","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18112070","750","Desconhecido","7927","PR","45","Desconhecido","0.0"
"18112080","41","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18112093","S/N","Desconhecido","7059","SP","16","Desconhecido","0.0"
"18112103","01","Desconhecido","0943","MA","98","Desconhecido","0.0"
"12259738","105","Desconhecido","5705","ES","27","Desconhecido","0.0"
"17270516","2136","Desconhecido","6163","SP","11","Desconhecido","0.0"
"18112130","1373","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18112145","241","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18112159","2501","Desconhecido","6979","SP","19","Desconhecido","0.0"
"18112168","214","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18112182","451","Desconhecido","6619","SP","11","Desconhecido","0.0"
"18112194","1886","Desconhecido","0433","PA","91","Desconhecido","0.0"
"18112207","91","Desconhecido","7535","PR","41","Desconhecido","0.0"
"00587811","2200","Desconhecido","9221","GO","62","Desconhecido","0.0"
"18112230","SN","Desconhecido","7495","PR","42","Desconhecido","0.0"
"18112246","410","Desconhecido","5425","MG","27","Desconhecido","0.0"
"18112258","55","Desconhecido","0397","PA","94","Desconhecido","0.0"
"18103208","145","Desconhecido","8799","RS","51","Desconhecido","0.0"
"18112281","1650","Desconhecido","0107","AC","68","Desconhecido","0.0"
"18112297","SN","Desconhecido","9647","GO","62","Desconhecido","0.0"
"18112312","1995","Desconhecido","7563","PR","45","Desconhecido","0.0"
"18112324","1065","Desconhecido","3441","BA","77","Desconhecido","0.0"
"14754685","3275","Desconhecido","7955","PR","46","Desconhecido","0.0"
"14214815","164","Desconhecido","3873","BA","75","Desconhecido","0.0"
"18112362","1559","Desconhecido","5039","MG","37","Desconhecido","0.0"
"18112371","1667","Desconhecido","8319","SC","47","Desconhecido","0.0"
"18112385","1955","Desconhecido","9151","MT","66","Desconhecido","0.0"
"18112397","27","Desconhecido","5703","ES","27","Desconhecido","0.0"
"18112408","795","Desconhecido","6425","SP","16","Desconhecido","0.0"
"18112423","943NE","Desconhecido","9777","MT","65","Desconhecido","0.0"
"18112438","0","Desconhecido","1545","CE","88","Desconhecido","0.0"
"18112451","2358","Desconhecido","6543","SP","13","Desconhecido","0.0"
"18112462","844","Desconhecido","5581","SC","49","Desconhecido","0.0"
"18112480","107","Desconhecido","8047","SC","47","Desconhecido","0.0"
"18112492","1137","Desconhecido","9151","MT","66","Desconhecido","0.0"
"18112501","174","Desconhecido","1661","RN","84","Desconhecido","0.0"
"18112512","27","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18112526","01","Desconhecido","3807","BA","73","Desconhecido","0.0"
"18112539","370","Desconhecido","3693","BA","74","Desconhecido","0.0"
"18112550","194","Desconhecido","6377","SP","11","Desconhecido","0.0"
"18112562","275","Desconhecido","5403","MG","34","Desconhecido","0.0"
"18112574","500","Desconhecido","1389","CE","85","Desconhecido","0.0"
"18112585","476","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18112596","412","Desconhecido","9571","GO","64","Desconhecido","0.0"
"18112611","163","Desconhecido","5853","RJ","21","Desconhecido","0.0"
"18112622","SN","Desconhecido","0452","PB","83","Desconhecido","0.0"
"18112635","2580","Desconhecido","7075","SP","11","Desconhecido","0.0"
"18112647","179","Desconhecido","0255","AM","92","Desconhecido","0.0"
"18112661","137","Desconhecido","6789","SP","11","Desconhecido","0.0"
"18112675","40","Desconhecido","5853","RJ","21","Desconhecido","0.0"
"18112689","579","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18112702","1245","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"15240974","122","Desconhecido","6403","SP","11","Desconhecido","0.0"
"18112728","123","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18112743","353","Desconhecido","5703","ES","27","Desconhecido","0.0"
"18112757","315","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18112769","S/N","Desconhecido","9707","EX","","Desconhecido","0.0"
"18112782","S/N","Desconhecido","9707","EX","","Desconhecido","0.0"
"18112795","41","Desconhecido","5611","ES","33","Desconhecido","0.0"
"18112809","333","Desconhecido","7675","PR","44","Desconhecido","0.0"
"18112823","22","Desconhecido","2051","PB","83","Desconhecido","0.0"
"18112834","197","Desconhecido","7535","PR","41","Desconhecido","0.0"
"18112846","0","Desconhecido","0439","PA","91","Desconhecido","0.0"
"18112860","SN","Desconhecido","0775","MA","98","Desconhecido","0.0"
"18112874","237","Desconhecido","5699","ES","27","Desconhecido","0.0"
"18112884","08","Desconhecido","2511","PE","16","Desconhecido","0.0"
"18112900","235","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18112915","76","Desconhecido","8197","SC","47","Desconhecido","0.0"
"18112927","225","Desconhecido","1373","CE","85","Desconhecido","0.0"
"18112941","19","Desconhecido","5833","RJ","21","Desconhecido","0.0"
"18112952","10","Desconhecido","9701","DF","61","Desconhecido","0.0"
"18112966","142","Desconhecido","2491","PE","81","Desconhecido","0.0"
"18112980","406","Desconhecido","5865","RJ","21","Desconhecido","0.0"
"18112993","194","Desconhecido","6213","SP","11","Desconhecido","0.0"
"18113007","2588","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18113018","154","Desconhecido","4123","MG","31","Desconhecido","0.0"
"18113031","231","Desconhecido","6273","SP","12","Desconhecido","0.0"
"18113047","84","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18113062","177","Desconhecido","4887","MG","11","Desconhecido","0.0"
"18113073","00","Desconhecido","9227","GO","62","Desconhecido","0.0"
"18113088","921","Desconhecido","8161","SC","47","Desconhecido","0.0"
"18113101","SN","Desconhecido","6413","SP","16","Desconhecido","0.0"
"18113110","46","Desconhecido","1389","CE","85","Desconhecido","0.0"
"18113120","157","Desconhecido","6213","SP","11","Desconhecido","0.0"
"18113135","44","Desconhecido","3597","BA","73","Desconhecido","0.0"
"18113150","932","Desconhecido","6291","SP","19","Desconhecido","0.0"
"18113166","114","Desconhecido","5391","MG","34","Desconhecido","0.0"
"17924585","150","Desconhecido","0730","MG","31","Desconhecido","0.0"
"18113187","295","Desconhecido","4401","MG","38","Desconhecido","0.0"
"18113196","371","Desconhecido","8685","RS","51","Desconhecido","0.0"
"18113211","949","Desconhecido","6291","SP","19","Desconhecido","0.0"
"18113221","1821","Desconhecido","7005","SP","11","Desconhecido","0.0"
"18113238","151","Desconhecido","6003","RJ","24","Desconhecido","0.0"
"18113251","22","Desconhecido","9701","DF","61","Desconhecido","0.0"
"18113263","11","Desconhecido","3849","BA","71","Desconhecido","0.0"
"18113278","855","Desconhecido","4733","MG","32","Desconhecido","0.0"
"18113291","01","Desconhecido","9701","DF","61","Desconhecido","0.0"
"18113302","735","Desconhecido","5801","RJ","24","Desconhecido","0.0"
"18113314","21","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"11649420","32","Desconhecido","4821","MG","31","Desconhecido","0.0"
"18113342","160","Desconhecido","6239","SP","15","Desconhecido","0.0"
"18113354","361","Desconhecido","6969","SP","16","Desconhecido","0.0"
"18113369","29","Desconhecido","5897","RJ","21","Desconhecido","0.0"
"18113380","S/N","Desconhecido","6201","SP","43","Desconhecido","0.0"
"18113390","14A","Desconhecido","3515","BA","75","Desconhecido","0.0"
"18113402","112","Desconhecido","6689","SP","11","Desconhecido","0.0"
"18113416","83","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18113429","5000","Desconhecido","6401","SP","11","Desconhecido","0.0"
"18113440","128","Desconhecido","5035","MG","35","Desconhecido","0.0"
"18113453","SN","Desconhecido","1455","CE","85","Desconhecido","0.0"
"18113468","70","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18113481","260","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18113493","169","Desconhecido","8791","RS","53","Desconhecido","0.0"
"18113505","21","Desconhecido","9701","DF","61","Desconhecido","0.0"
"18113509","157 C","Desconhecido","2513","PE","81","Desconhecido","0.0"
"18113521","L15 Q6","Desconhecido","2909","RJ","21","Desconhecido","0.0"
"18113535","583","Desconhecido","8801","RS","51","Desconhecido","0.0"
"18113547","120","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18113559","195","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18113572","62","Desconhecido","7107","SP","11","Desconhecido","0.0"
"17080047","05","Desconhecido","9701","DF","61","Desconhecido","0.0"
"08390238","SN","Desconhecido","6335","SP","19","Desconhecido","0.0"
"18113600","S/N","Desconhecido","7025","SP","19","Desconhecido","0.0"
"18113611","1227","Desconhecido","7665","PR","44","Desconhecido","0.0"
"18113623","283","Desconhecido","6491","SP","11","Desconhecido","0.0"
"18113635","41","Desconhecido","5623","ES","28","Desconhecido","0.0"
"18113646","210","Desconhecido","2565","PE","81","Desconhecido","0.0"
"18113657","824 A","Desconhecido","5901","RJ","21","Desconhecido","0.0"
"18113669","120","Desconhecido","5141","MG","33","Desconhecido","0.0"
"18113679","188","Desconhecido","4075","MG","34","Desconhecido","0.0"
"18113692","365","Desconhecido","6131","SP","19","Desconhecido","0.0"
"18113707","176","Desconhecido","1937","PB","83","Desconhecido","0.0"
"18113717","S/N","Desconhecido","1379","PI","86","Desconhecido","0.0"
"15766542","1090","Desconhecido","0605","AP","96","Desconhecido","0.0"
"18113740","299","Desconhecido","8163","SC","47","Desconhecido","0.0"
"18113754","95","Desconhecido","5625","ES","27","Desconhecido","0.0"
"18113766","3200","Desconhecido","2785","AL","82","Desconhecido","0.0"
"18113776","988","Desconhecido","2785","AL","82","Desconhecido","0.0"
"18113789","272","Desconhecido","6213","SP","11","Desconhecido","0.0"
"14686319","100","Desconhecido","1251","CE","85","Desconhecido","0.0"
"13223777","200","Desconhecido","8327","SC","48","Desconhecido","0.0"
"12249750","SN","Desconhecido","0090","TO","63","Desconhecido","0.0"
"08669349","37","Desconhecido","5705","ES","27","Desconhecido","0.0"
"18113844","N 18","Desconhecido","9733","TO","63","Desconhecido","0.0"
"18113856","321","Desconhecido","7083","SP","19","Desconhecido","0.0"
"18113867","357","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18113880","2541","Desconhecido","8831","RS","55","Desconhecido","0.0"
"18113893","825","Desconhecido","0937","MA","86","Desconhecido","0.0"
"18113906","655","Desconhecido","4657","MG","35","Desconhecido","0.0"
"15130389","226","Desconhecido","7535","PR","41","Desconhecido","0.0"
"18113927","9602","Desconhecido","2785","AL","82","Desconhecido","0.0"
"18113935","18","Desconhecido","1007","PI","86","Desconhecido","0.0"
"18113950","588","Desconhecido","2951","SP","19","Desconhecido","0.0"
"18113963","60","Desconhecido","9373","GO","62","Desconhecido","0.0"
"17914174","725","Desconhecido","4749","MG","34","Desconhecido","0.0"
"17774018","04","Desconhecido","3103","SE","79","Desconhecido","0.0"
"18114000","SN","Desconhecido","5697","ES","27","Desconhecido","0.0"
"11707276","1100","Desconhecido","9221","GO","62","Desconhecido","0.0"
"18114019","260","Desconhecido","1053","PI","86","Desconhecido","0.0"
"18114031","2300","Desconhecido","6681","SP","14","Desconhecido","0.0"
"18114048","110","Desconhecido","1841","RN","84","Desconhecido","0.0"
"18114061","4","Desconhecido","5229","MG","32","Desconhecido","0.0"
"18114073","1160","Desconhecido","6555","SP","16","Desconhecido","0.0"
"18114088","150","Desconhecido","9067","MT","65","Desconhecido","0.0"
"18114099","1754","Desconhecido","1559","CE","88","Desconhecido","0.0"
"18114112","179","Desconhecido","1207","PI","86","Desconhecido","0.0"
"18114128","656","Desconhecido","7505","PR","44","Desconhecido","0.0"
"18114138","1180","Desconhecido","8629","RS","53","Desconhecido","0.0"
"18114148","578","Desconhecido","8547","RS","51","Desconhecido","0.0"
"10723618","234","Desconhecido","8661","RS","54","Desconhecido","0.0"
"18114178","156","Desconhecido","6155","SP","18","Desconhecido","0.0"
"18122041","S/N","Desconhecido","9707","EX","","Desconhecido","0.0"
"18114200","110","Desconhecido","5625","ES","27","Desconhecido","0.0"
"18114213","79","Desconhecido","0447","PA","91","Desconhecido","0.0"
"18114224","02","Desconhecido","9701","DF","61","Desconhecido","0.0"
"18114236","05","Desconhecido","9067","MT","65","Desconhecido","0.0"
"18114248","134","Desconhecido","0447","PA","91","Desconhecido","0.0"
"18114262","SN","Desconhecido","2957","SP","11","Desconhecido","0.0"
"15233375","10","Desconhecido","1743","RN","84","Desconhecido","0.0"
"18114285","211","Desconhecido","4123","MG","31","Desconhecido","0.0"
"18114295","206","Desconhecido","7097","SP","17","Desconhecido","0.0"
"18114308","493","Desconhecido","7493","PR","45","Desconhecido","0.0"
"18114318","SN","Desconhecido","9701","DF","61","Desconhecido","0.0"
"18114332","306","Desconhecido","7107","SP","11","Desconhecido","0.0"
"18114347","305","Desconhecido","2531","PE","81","Desconhecido","0.0"
"18114362","878","Desconhecido","3105","SE","79","Desconhecido","0.0"
"18114375","3103","Desconhecido","9051","MS","67","Desconhecido","0.0"
"18114386","439","Desconhecido","6713","SP","11","Desconhecido","0.0"
"18114398","591","Desconhecido","6477","SP","11","Desconhecido","0.0"
"18114415","2","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18114427","527","Desconhecido","8933","RS","51","Desconhecido","0.0"
"18114437","759","Desconhecido","7535","PR","41","Desconhecido","0.0"
"18114450","150","Desconhecido","6221","SP","17","Desconhecido","0.0"
"18114464","SN","Desconhecido","8987","MT","66","Desconhecido","0.0"
"11935957","309","Desconhecido","9697","TO","63","Desconhecido","0.0"
"18114487","63","Desconhecido","6427","SP","11","Desconhecido","0.0"
"18114500","1050","Desconhecido","6969","SP","16","Desconhecido","0.0"
"18114513","270","Desconhecido","5371","MG","33","Desconhecido","0.0"
"18114526","504","Desconhecido","7739","PR","44","Desconhecido","0.0"
"18114533","143","Desconhecido","7435","PR","41","Desconhecido","0.0"
"18114548","48","Desconhecido","7057","SP","11","Desconhecido","0.0"
"18114558","446","Desconhecido","9559","TO","63","Desconhecido","0.0"
"18114569","760","Desconhecido","5039","MG","37","Desconhecido","0.0"
"18114585","111","Desconhecido","0941","MA","98","Desconhecido","0.0"
"96727482","151","Desconhecido","3515","BA","75","Desconhecido","0.0"
"18114612","1380","Desconhecido","9051","MS","67","Desconhecido","0.0"
"18114622","33","Desconhecido","4545","MG","33","Desconhecido","0.0"
"18114634","124","Desconhecido","3897","BA","75","Desconhecido","0.0"
"18114648","54 C","Desconhecido","0201","AM","92","Desconhecido","0.0"
"18114657","S/N","Desconhecido","6715","SP","19","Desconhecido","0.0"
"18114667","533","Desconhecido","8325","SC","49","Desconhecido","0.0"
"00873957","654","Desconhecido","2549","PE","81","Desconhecido","0.0"
"13311631","425","Desconhecido","8839","RS","51","Desconhecido","0.0"
"18114704","1377","Desconhecido","6723","SP","13","Desconhecido","0.0"
"18114715","60","Desconhecido","6001","RJ","21","Desconhecido","0.0"
"18114725","SN","Desconhecido","8177","SC","49","Desconhecido","0.0"
"18114739","S/N","Desconhecido","9701","DF","61","Desconhecido","0.0"
"18114750","2111","Desconhecido","0003","RO","69","Desconhecido","0.0"
"18114763","59","Desconhecido","2073","PB","83","Desconhecido","0.0"
"18114778","4","Desconhecido","7107","SP","11","Desconhecido","0.0"
